CAE;Кол-во (шт.) (Склад Москва КрС);Розница (руб.) (Склад Москва КрС);Цена (руб.) (Склад Москва КрС);
"BR016717";4;27070;22001;
"1023657";5;15650;12720;
"1026394";12;21020;17084;
"0355273";4;21640;17587;
"0355294";2;26910;21874;
"158495";2;53370;42018;
"BR015345";4;28530;23190;
"BR018923";1;24620;20012;
"BR018931";2;26120;21233;
"2719900";4;27170;18487;
"3840500";2;47680;38759;
"BR017717";более 40;18090;14239;
"BR019203";12;18090;14704;
"BR015172";8;8340;6774;
"CTS269544";более 40;7480;6080;
"1470003";22;28270;26665;
"1470002";1;38090;35929;
"1330006";18;16480;15542;
"1430006";31;32260;30430;
"CTS269560";2;8160;7380;
"1410032";1;29820;28131;
"1410029";2;30330;28605;
"1410021";7;27100;25565;
"1430004";11;36310;34254;
"1370002";17;26600;25090;
"1340013";2;48340;45599;
"1340007";7;39300;37072;
"1410018";6;20190;19039;
"1410022";18;26510;25005;
"2264253";более 40;10890;8853;
"0345092";1;24980;20308;
"139553";3;25520;20089;
"BR023576";4;9020;7102;
"BR017928";34;11650;9168;
"T431467";3;15700;12362;
"T431612";18;13480;10613;
"R6045";31;9600;7553;
"R6051";12;9870;7768;
"R6054";более 40;13240;10421;
"R6060";36;11260;8866;
"T431445";более 40;5840;4593;
"T431451";25;8510;6695;
"T431453";37;7170;5639;
"T431457";31;7720;6077;
"T431458";10;10340;8140;
"T431464";более 40;10320;8121;
"T431466";36;14380;11316;
"T431468";8;12960;10204;
"T431607";29;8920;7018;
"T431611";8;14240;11212;
"T431613";8;16410;12914;
"T431615";4;10080;7931;
"T431618";7;14240;11212;
"T431621";3;18740;14749;
"T431698";4;10030;7893;
"T431704";12;11780;9272;
"T431705";16;12070;9500;
"T431707";более 40;13060;10280;
"T431714";39;14860;11697;
"T431716";1;13590;10698;
"T431719";11;13420;10565;
"T431726";более 40;9380;7380;
"T431727";1;10040;7903;
"T431728";более 40;10100;7950;
"T431730";3;11470;9025;
"T431734";10;11000;8654;
"T431736";4;14670;11545;
"T431744";8;21600;17003;
"T432081";1;19670;15481;
"T431444";12;5110;4023;
"R6065";12;13860;10913;
"R6063";3;11670;9185;
"R6062";28;16030;12621;
"R6061";19;10850;8538;
"R6058";25;13400;10544;
"R6055";7;11190;8806;
"R6053";более 40;11390;8965;
"R6052";10;11300;8895;
"R6050";более 40;8290;6526;
"R6048";6;16410;12916;
"R5691";8;14990;11799;
"R5685";1;13180;10375;
"R5045";2;32510;25596;
"R5043";6;31120;24497;
"R4202";4;24520;19301;
"R4183";3;42200;33225;
"R4108";2;34770;27375;
"R1246";4;10100;7951;
"E5237";10;14570;11467;
"E5233";2;16490;12984;
"E5224";1;11880;9354;
"R6068";3;16140;12705;
"087424";1;6820;5370;
"416781";1;31720;24972;
"593089";7;5650;4451;
"777391";2;43420;34185;
"842058";1;7620;6002;
"850511";1;4796;3776;
"897598";3;46200;36377;
"900911";более 40;18880;14861;
"909050";23;15240;12000;
"BR013802";2;7570;5954;
"BR019260";более 40;14090;11092;
"BR020692";4;34130;26874;
"BR020694";1;28450;22395;
"BR021521";1;23900;18813;
"BR021522";4;22760;17917;
"BR021523";1;23200;18261;
"BR021524";1;22760;17917;
"BR021530";24;26400;20782;
"BR021534";2;34130;26874;
"BR021548";8;28450;22395;
"BR022465";4;15300;12045;
"BR022469";4;16230;12777;
"BR022485";8;18660;14692;
"BR022487";26;21620;17020;
"BR022496";2;23900;18813;
"BR022511";6;25040;19709;
"BR023577";20;14910;11740;
"BR023578";4;11240;8850;
"BR023600";1;13770;10836;
"BR023631";4;8490;6683;
"174608";4;11170;8799;
"521120";5;32460;25554;
"505868";20;29650;23346;
"930629";2;10527;8289;
"0357971";7;22500;17715;
"0358118";2;15470;12181;
"0358438";3;19150;15072;
"1019057";12;8590;6560;
"1019613";2;17080;13042;
"1020904";10;37850;28908;
"1021756";более 40;17790;13583;
"1024252";4;18240;13932;
"1024270";2;28580;21830;
"1024277";4;32970;25177;
"1024286";4;21990;16795;
"1024939";7;7700;5879;
"1024940";13;7210;5501;
"1025468";19;13980;10676;
"1025834";2;36990;28255;
"1025835";2;33740;25772;
"1025858";2;31470;24036;
"1025859";2;41070;31370;
"1025867";2;24700;18864;
"1025919";1;20480;15642;
"1026427";6;33780;25801;
"1026946";4;12190;9304;
"1026947";19;13560;10354;
"1027741";1;14680;11210;
"2020800";33;21010;16045;
"2020980";4;18360;14017;
"2020981";20;21380;16330;
"2020991";12;32770;25031;
"2021192";2;15970;12196;
"1410042";более 40;35210;33215;
"2908200";9;33290;26208;
"3114100";7;21880;17227;
"3573200";12;20750;16337;
"3573900";3;28760;22643;
"3620200";4;25940;20424;
"3881300";16;12020;9462;
"3881900";20;11220;8833;
"3882000";30;15520;12215;
"3882100";11;14690;11562;
"3882200";8;14810;11657;
"3882300";14;15000;11811;
"3882800";12;21110;16616;
"3883000";8;20750;16337;
"3883600";7;21020;16551;
"3883700";2;25350;19956;
"3883900";1;23040;18141;
"3925800";34;14230;11200;
"3925900";2;12740;10026;
"3926500";40;19530;15376;
"16415";5;9670;7613;
"16418";12;11110;8747;
"16425";3;11340;8925;
"BR015083";4;26030;21162;
"2208843";4;9840;7746;
"2231453";1;8059;6346;
"2231843";2;11960;9415;
"CTS270365";4;11360;9790;
"CTS270369";2;10040;8650;
"CTS270370";39;10570;9107;
"CTS270378";17;11480;9893;
"CTS270380";более 40;10490;9038;
"CTS270389";2;8930;7696;
"CTS270400";4;7490;6450;
"CTS270404";более 40;7550;6504;
"CTS270405";12;8440;7275;
"CTS270406";более 40;8800;7585;
"CTS270419";28;4480;3858;
"CTS270423";20;4600;3959;
"CTS270424";2;5570;4796;
"CTS270427";более 40;5110;4400;
"CTS270430";23;5480;4720;
"CTS270433";31;7040;6063;
"CTS270436";1;6250;5380;
"CTS270452";24;8410;7250;
"CTS270453";1;7830;6749;
"CTS270459";2;10210;8798;
"CTS270461";5;10520;9064;
"CTS270464";4;11590;9985;
"CTS270481";20;3690;3175;
"CTS270482";20;11490;9900;
"CTS270486";11;13770;11866;
"CTS270490";более 40;11360;9790;
"CTS270501";1;8430;7266;
"CTS270516";4;9280;8000;
"CTS270520";8;12780;11015;
"CTS270521";28;13470;11612;
"CTS270537";более 40;14040;12097;
"314895";1;45780;43596;
"T431706";6;13120;10327;
"CTS270559";1;6770;5833;
"572927";1;14970;11785;
"549668";4;14430;11356;
"581681";5;29400;23145;
"581683";2;21920;17256;
"568079";1;18280;14391;
"542242";более 40;6980;5491;
"542250";более 40;9410;7406;
"542447";более 40;7540;5937;
"542452";более 40;7640;6013;
"542472";более 40;12050;9481;
"542480";более 40;9710;7639;
"542482";2;13280;10452;
"542495";36;11710;9213;
"542499";5;12380;9741;
"547193";более 40;8810;6936;
"577018";более 40;10760;8472;
"577271";36;11140;8767;
"578293";6;9490;7468;
"545075";1;7250;5707;
"545106";4;10510;8274;
"576591";2;13740;10814;
"545080";1;15460;12172;
"545100";1;13420;10560;
"572928";1;16900;13305;
"0349059";1;17350;14098;
"0453173";1;17280;14041;
"1150016";1;2520;2113;
"3110064";более 40;6540;5489;
"3110065";3;6290;5277;
"3110066";более 40;6760;5674;
"3110067";1;6970;5849;
"3110069";более 40;8450;7094;
"3110070";6;8950;7516;
"1024322";2;27500;21006;
"1150021";более 40;4730;3966;
"3250017";15;7530;6320;
"3251008";2;9210;7731;
"1150022";35;4070;3417;
"T431288";22;18330;14899;
"TS32382";4;25840;21005;
"T430946";24;6180;5023;
"TS32637";1;11820;9609;
"0311000";1;13330;10489;
"0358436";2;21430;16874;
"90000001914";1;29920;24321;
"90000024279";1;49090;39909;
"BR016786";7;18950;15406;
"BR019236";4;11640;9164;
"435593";более 40;6020;4734;
"0358815";1;7800;6134;
"322930";2;58230;45847;
"1024265";10;33730;25764;
"16403";8;22610;17798;
"R7357";12;16560;13032;
"BR014146";10;13070;10287;
"472238";4;9330;7341;
"548774";3;37580;29586;
"577256";1;16340;12865;
"533314";37;15780;12422;
"542453";5;11370;8948;
"543920";1;20210;15912;
"545073";16;7450;5860;
"547495";3;15020;11823;
"548002";6;23430;14267;
"1021034";1;11720;8952;
"3146100";4;25680;20217;
"2859000";4;51720;42041;
"3796200";8;15890;12505;
"3896100";4;48190;39176;
"3950000";более 40;12620;10254;
"TS32419";1;18880;15349;
"TS32710";3;25740;20921;
"TS32642";1;14110;11466;
"TS32656";более 40;24270;19729;
"TS32712";28;21470;17450;
"TS32705";26;22220;18060;
"TS32721";более 40;26690;21699;
"T431290";12;32240;26210;
"T431259";2;28490;23162;
"548319";1;20590;16732;
"BR012864";более 40;14090;11092;
"BR016610";более 40;18570;14620;
"BR019359";более 40;17660;13903;
"TS32648";1;17200;13980;
"406924";8;24760;19489;
"411596";2;21080;16598;
"448098";более 40;19630;15452;
"464349";18;10850;8541;
"446619";2;16430;12936;
"TS32687";17;18030;14655;
"TS32576";более 40;8590;6983;
"BR012868";более 40;17410;13706;
"1026159";4;30690;23436;
"1027799";12;18140;13856;
"1024978";10;20870;15938;
"580878";3;23980;19491;
"2397600";4;31510;25617;
"TS32631";28;7980;6486;
"TS32633";12;9150;7433;
"TS32686";более 40;20890;16981;
"TS32695";8;23210;18867;
"TS32701";32;21580;17544;
"TS32651";1;19200;15603;
"TS32707";2;26360;21427;
"TS32714";более 40;24430;19861;
"541623";более 40;16970;13795;
"580097";1;21390;17390;
"580144";3;24770;20138;
"BR015135";4;40470;32900;
"503426";8;16410;13336;
"120408";12;18530;15059;
"TS32586";более 40;13070;10622;
"TS32617";более 40;16510;13417;
"TS32650";более 40;18910;15368;
"T431230";2;16100;13089;
"0347927";более 40;21610;17565;
"580392";более 40;18290;14865;
"503306";4;21280;17299;
"0349093";более 40;20960;17034;
"0347941";более 40;20000;16253;
"0349043";20;19170;15578;
"0311498";1;29080;22890;
"0347889";24;15570;12651;
"0347897";более 40;14910;12118;
"TS32618";36;16400;13333;
"TS32624";более 40;15030;12217;
"TS32640";1;12820;10416;
"TS32608";более 40;13660;11101;
"0347867";1;21910;17811;
"TS32662";1;24080;19570;
"580439";3;20600;16744;
"TS32604";6;16210;13173;
"541613";2;12030;9774;
"0347943";2;17450;14185;
"0349063";2;16440;13358;
"0347945";более 40;16570;13471;
"0347907";34;19650;15973;
"0349087";20;20460;16629;
"0347901";13;18120;14727;
"0349091";8;20950;17031;
"0349089";более 40;26370;21433;
"0345402";более 40;20180;16402;
"0345401";24;21210;17242;
"0347592";14;16290;13237;
"0347873";16;19340;15723;
"0347875";более 40;15470;12572;
"0347881";11;25860;21022;
"0347891";2;15870;12897;
"0347899";12;18260;14842;
"0347905";4;18630;15146;
"0347919";17;19860;16145;
"0347929";11;18010;14640;
"0347931";более 40;13650;11095;
"0347933";более 40;14410;11712;
"0347935";более 40;15480;12584;
"0347937";2;19100;15528;
"0347939";более 40;13710;11146;
"0347947";более 40;16460;13376;
"0349009";2;16270;13222;
"0349019";36;18920;15374;
"0349051";3;21840;17749;
"0349055";19;20500;16664;
"0349069";4;27840;22634;
"0349071";12;20790;16897;
"0349083";3;22610;18381;
"0349085";4;22570;18344;
"0349095";2;26980;21934;
"0349111";24;19820;16112;
"0355468";2;12580;10223;
"0355670";более 40;14360;11672;
"0355677";4;18130;14734;
"0355684";2;19190;15599;
"TS32664";4;25230;20508;
"TS32691";более 40;21270;17291;
"TS32704";7;22330;18154;
"TS32587";20;13640;11082;
"TS32588";более 40;14510;11795;
"024316";8;16600;13489;
"055187";16;24050;19548;
"073346";12;6860;5575;
"125809";2;20120;16352;
"127820";2;32200;26174;
"173153";12;6610;5369;
"221166";4;21220;17252;
"416728";12;17020;13830;
"432807";более 40;9650;7839;
"471816";4;32270;26233;
"557303";12;18730;15222;
"738887";2;16580;13478;
"764622";2;19700;16010;
"771464";20;23190;18848;
"812196";4;25880;21036;
"932397";2;21780;17704;
"934986";4;20260;16469;
"984360";32;18550;15076;
"TS32674";2;24940;20273;
"TS32679";32;18330;14899;
"411588";4;13860;11265;
"442126";8;16040;13034;
"760145";3;13940;11329;
"079806";3;15280;12421;
"578703";4;8310;6748;
"580059";4;13550;11015;
"580140";8;22360;18178;
"T431237";4;18900;15359;
"T431253";8;18980;15424;
"TS32560";1;6020;4892;
"TS32561";8;6540;5314;
"TS32574";5;9930;8071;
"TS32581";6;16100;13089;
"TS32584";2;12330;10022;
"TS32595";3;8350;6786;
"TS32600";1;13020;10585;
"TS32603";6;15840;12873;
"TS32626";4;16200;13164;
"TS32627";3;19530;15875;
"TS32635";1;8960;7283;
"TS32636";2;14180;11523;
"TS32638";8;13610;11063;
"TS32644";4;21350;17357;
"TS32646";более 40;17130;13924;
"TS32649";2;20450;16625;
"TS32654";18;21090;17141;
"TS32655";2;22480;18276;
"TS32661";8;29350;23856;
"TS32665";19;24910;20245;
"TS32668";12;30850;25076;
"TS32680";2;24320;19767;
"TS32681";2;26340;21408;
"TS32682";13;20850;16944;
"TS32684";более 40;19830;16119;
"TS32685";2;22430;18229;
"TS32689";4;23410;19026;
"TS32696";19;23370;18998;
"TS32702";8;22250;18088;
"TS32703";более 40;20330;16522;
"TS32709";20;24860;20208;
"TS32713";4;21260;17282;
"TS32716";2;27270;22168;
"TS32722";8;31690;25760;
"TS32726";8;28210;22928;
"TS32727";2;28580;23228;
"TS32730";40;26690;21699;
"TS32733";1;36660;29803;
"TS32740";более 40;29190;23725;
"TS32742";32;35190;28602;
"TS32743";36;50970;41433;
"TSF00020";22;32870;26717;
"541602";1;19260;15655;
"541616";30;14280;11603;
"541643";более 40;22410;18212;
"578260";18;20120;16350;
"579340";4;27840;22628;
"579423";3;20490;16655;
"580671";4;18370;14934;
"581383";1;19910;12483;
"581388";1;17310;14067;
"R2349";4;27960;22729;
"R1697";2;10820;8791;
"BR007035";8;12030;9778;
"BR016720";16;21640;17587;
"BR015299";12;16110;13093;
"BR019189";4;38550;31334;
"3932000";12;16310;13254;
"3933500";более 40;15910;12927;
"3934300";10;16320;13266;
"BR021749";3;36740;29868;
"BR009360";более 40;13560;11018;
"BR009993";32;31160;25332;
"BR009994";17;37720;30666;
"BR007036";24;14070;11436;
"BR017695";8;24600;20000;
"BR018921";4;25100;20403;
"BR018959";4;30120;24484;
"BR020265";4;37650;30606;
"BR023850";4;18580;15098;
"BR016780";16;19950;16217;
"BR010032";12;34440;27999;
"R6794";более 40;19640;15968;
"R6793";4;22030;17912;
"OB502";20;0;0;
"R6367";24;18550;15084;
"R2348";1;15110;12286;
"576597";4;19380;15257;
"2021013";16;12270;9970;
"1026317";18;17410;14153;
"1026322";1;21620;17570;
"1026332";4;17180;13966;
"1026337";2;20230;16440;
"1026339";2;26480;21527;
"1026397";12;13460;10939;
"1026398";10;19780;16075;
"1026399";8;15190;12347;
"1026403";20;18640;15154;
"1026409";2;25900;21054;
"1026413";4;30900;25120;
"1026420";8;23690;19260;
"1026423";12;21040;17100;
"1026425";4;21630;17580;
"1027213";12;23050;18735;
"1585482";более 40;9600;7798;
"1585484";11;9310;7568;
"1585486";2;10160;8254;
"1585516";2;12920;10499;
"1585464";2;6880;5588;
"1585465";2;7180;5830;
"1585469";2;7840;6369;
"1585490";8;10720;8711;
"1585492";2;9400;7641;
"1585494";7;10980;8923;
"1585509";8;13840;11244;
"1585510";1;11380;9251;
"1585512";4;14100;11461;
"1585521";6;14360;11667;
"1585524";23;15320;12451;
"1017582";4;10410;8456;
"1024631";14;13530;10997;
"2021030";4;14610;11875;
"1020376";8;32880;25110;
"1024291";6;25180;19234;
"1026340";4;15400;12517;
"2020730";24;20650;15773;
"1026411";6;12350;10040;
"1026346";8;18130;14739;
"1026407";4;15860;12892;
"1027212";8;16940;13770;
"1026404";4;16280;13235;
"1026401";2;16180;13150;
"1027217";10;19790;16083;
"1026416";8;26730;21731;
"E5239";12;12250;9644;
"3830400";10;31790;25843;
"266154";1;39890;31407;
"694531";10;30680;24156;
"3931200";4;12280;9983;
"18538";3;11140;9054;
"18548";более 40;17530;14247;
"18539";12;14570;11845;
"3909300";1;20140;15851;
"701968";более 40;12950;10191;
"BR014108";8;24600;20000;
"BR019264";6;27580;22417;
"3967700";2;40090;31560;
"0355193";6;20070;16313;
"3137400";2;58210;47320;
"0355682";1;20280;16487;
"580675";16;18870;15336;
"0358679";2;25660;20203;
"581373";37;14550;11828;
"300N3044";2;7470;6068;
"BR018763";4;24600;20000;
"1151015";3;3090;2592;
"300N2043";2;6610;5370;
"300N2031";1;6050;4912;
"300N3040";2;8560;6957;
"185490";4;8900;7228;
"2281053";8;15380;12504;
"1151014";1;3130;2623;
"300N2003";2;5500;4464;
"300N3042";1;5820;4725;
"300N2044";22;7870;6396;
"100A3197";4;6290;5113;
"342715";4;10970;8914;
"300N3014";1;6260;5089;
"300N2066";1;6420;5216;
"300N2071";24;9830;7984;
"300N2046";30;8020;6518;
"BR021745";8;15880;12906;
"100A3728S";2;9090;7387;
"100A3944";более 40;7390;6007;
"100A2732";1;6450;5243;
"200N1053";2;8470;7294;
"100A3397";1;8590;6980;
"BR009212";8;12960;10532;
"BR010027";4;22960;18666;
"BR025885";12;12860;10449;
"BR078274";8;26240;21332;
"BR002259";4;29520;23999;
"300N3041";6;10360;8419;
"T432329";40;5480;4308;
"T432000";13;17880;14074;
"T431894";1;17950;14131;
"T431882";более 40;14850;11687;
"T431879";2;11300;8892;
"T431868";15;11070;8711;
"T431873";35;12480;9823;
"T431874";более 40;13160;10356;
"T431876";20;15480;12182;
"T431880";более 40;12240;9633;
"T431881";21;12070;9500;
"T431883";20;13240;10422;
"T431885";более 40;11060;8701;
"T431888";37;15620;12296;
"T431892";2;19070;15015;
"T431893";1;17950;14131;
"T431899";8;16770;13199;
"T431901";33;17280;13599;
"T431902";4;18110;14255;
"T431998";3;11030;8682;
"T431999";32;16380;12895;
"T432269";36;8210;6457;
"T432270";1;7320;5763;
"T432273";1;7600;5982;
"T432288";30;12460;9804;
"T432289";17;10400;8188;
"T432303";35;16250;12790;
"T432320";1;5310;4175;
"T432322";1;5790;4555;
"T432326";более 40;5970;4698;
"T432330";14;6420;5050;
"T432331";14;8160;6419;
"T432334";более 40;7530;5925;
"T432335";2;8760;6895;
"T431871";2;12810;10080;
"100A4109";более 40;6730;5796;
"100A4160";8;5820;5011;
"100A4161";1;5750;4956;
"100A4164";40;8060;6945;
"100A4170";18;8280;7136;
"100A4347";3;5070;4365;
"100A4549";более 40;5440;4690;
"A760";более 40;10870;9368;
"A864";5;13350;11502;
"B025";8;9200;7930;
"B053";18;10350;8922;
"B343";8;11500;9913;
"CTS273265";21;10360;8929;
"CTS273266";14;12780;11015;
"CTS273267";8;9940;8567;
"CTS273276";1;4920;4234;
"CTS273287";1;6770;5833;
"CTS273288";1;7100;6119;
"CTS273290";1;6910;5952;
"CTS273296";более 40;8930;7695;
"CTS273297";4;6370;5490;
"CTS273298";более 40;8310;7156;
"CTS273299";более 40;8890;7663;
"CTS273301";более 40;8690;7487;
"CTS273302";более 40;9920;8545;
"CTS273303";более 40;9200;7928;
"2279843";4;11594;9129;
"2282353";1;4730;3720;
"2287743";1;5050;3976;
"2287963";4;15790;12432;
"300N3045";14;6680;5426;
"300N2052";12;10320;8385;
"100A3725S";более 40;7730;6283;
"CTS273405";1;9220;7490;
"R6056";6;10930;8603;
"F7768";1;28010;22054;
"R7523";1;9500;7476;
"R7525";26;13940;10969;
"R7532";более 40;14970;11782;
"R7533";2;13720;10799;
"R7534";24;15510;12209;
"R7535";более 40;15050;11847;
"200N1029";4;6040;5200;
"200N1038";4;6310;5437;
"200N9034";более 40;4292;3700;
"200N1011";1;6490;5588;
"200N1033";более 40;4610;3970;
"200N2015";2;4400;3790;
"200N2027";1;4110;3543;
"200N2047";8;3830;3297;
"200N2054";23;4810;4138;
"200N3010";1;7580;6528;
"200N3020";4;9180;7911;
"200N6020";16;6980;6014;
"200N6031";1;12590;10850;
"200N7026";1;9360;8061;
"200N9038";23;7580;6531;
"CTS273652";3;8560;7376;
"1017034";4;11970;9725;
"R5531";2;25800;20312;
"278415";1;14980;11791;
"0311380";2;26570;20921;
"0311388";2;29300;23070;
"0311409";более 40;35350;27830;
"0312315";4;6290;4946;
"0312333";8;6990;5499;
"0312349";более 40;6640;5225;
"581650";более 40;13890;10936;
"BR026657";2;20890;16448;
"BR008559";9;19040;14986;
"BR012750";3;10220;8043;
"BR010922";4;15300;12045;
"BR012827";1;25540;20103;
"583909";более 40;5090;4007;
"444057";более 40;8180;6438;
"583908";более 40;5680;4468;
"583905";более 40;5640;4437;
"438185";3;18330;14430;
"772868";3;22590;17781;
"3656200";14;20640;16248;
"3634900";28;20640;16248;
"3630500";4;23830;18763;
"3882600";28;15200;11965;
"4119300";2;15920;12529;
"3926200";6;13600;10702;
"BR017917";более 40;6890;5420;
"BR010906";11;14380;11317;
"545077";более 40;8940;7037;
